scan_date,point_card_id,store_id,employee_id,shoe_sold,shoe_exist_in_db,shoes_marked_sold_rwa,insole_sold,shoe_functional,size_recommendation,safesize_code,scanner_id,created_at
2025-09-08,6010006182093,10389,3228890,,,,,,,2500024953255,SC7-986,
2025-09-08,6000005716887,10308,2077529,,,,,1,,2500014518310,SC7-J05,
2025-09-08,,10418,3227565,,,,,1,1,2500058010153,SC7-1204,
2025-09-08,,10528,3228331,,,,,,,2500063400437,SC7-A57,
2025-09-08,,10329,5555555,,,,,1,,2500036442655,SC7-A30,
2025-09-08,,10428,2117078,,,,,1,,2500011417494,SC7-962,
2025-09-08,,10514,3224539,,,,,1,1,2500066167276,SC7-A68,
2025-09-08,,10481,3226993,,,,,,,2500034547550,SC7-771,
2025-09-08,,20286,1006331,,,,,,,2500022664061,SC7-M19,
2025-09-08,,10457,3221610,,,,,,,2500081393834,SC7-J77,
2025-09-08,,10316,2913333,,,,,,,2500009647414,SC7-1274,
2025-09-08,,10316,2913333,,,,,,,2500003132701,SC7-1274,
2025-09-08,,10229,2229010,,,,,,,2500081740980,SC7-963,
2025-09-08,,10525,3227051,,,,,,,2500035125962,SC7-J17,
2025-09-08,,10476,3001690,,,,,,,2500080033007,SC7-A37,
2025-09-08,,10280,3223028,,,,,,,2500078590147,SC7-E85,
2025-09-08,,10314,3227556,,,,,1,1,2500012315690,SC7-A01,
2025-09-08,,10522,5555555,,,,,1,,2500039649983,SC7-I93,
2025-09-08,,10410,2093125,,,,,,,2500040147720,SC7-A80,
2025-09-08,,10482,3227450,,,,,,,2500046640867,SC7-999,
2025-09-08,,10457,3221610,,,,,,,2500057798465,SC7-J77,
2025-09-08,,10314,3210264,,,,,,,2500066672527,,
2025-09-08,,10502,3224577,,,,,1,1,2500076891895,SC7-A65,
2025-09-08,,10362,3215988,,,,,,,2500080022933,SC7-E88,
2025-09-08,,10273,3225451,,,,,,,2500013125199,SC7-877,
2025-09-08,,20312,1800712,,,,,,,2500024086625,SC7-F96,
2025-09-08,,10500,3225710,,,,,,,2500036201948,,
2025-09-08,,10460,5555555,,,,,1,,2500069519799,SC7-1231,
2025-09-08,,a (55,5555555,,,,,1,1,2500069259404,SC7-1583,
2025-09-08,,10414,3226488,,,,,,,2500021844211,SC7-K03,
2025-09-08,,10445,3225402,,,,,,,2500064447288,SC7-1235,
2025-09-08,,10058,2085151,,,,,,,2500002917835,SC7-A85,
2025-09-08,,10349,3226376,,,,,,,2500051996867,SC7-1125,
2025-09-08,,10349,3226376,,,,,,,2500062760396,SC7-1125,
2025-09-08,,10488,3225372,,,,,,,2500052676232,SC7-A44,
2025-09-08,,10492,3218632,,,,,1,,2500012818269,SC7-987,
2025-09-08,,10324,3222971,,,,,1,1,2500030252243,SC7-A82,
2025-09-08,,10401,3218842,,,,,,,2500065645478,SC7-A18,
2025-09-08,,09265,5208859,,,,,,,2500052006596,SC7-J29,
2025-09-08,,20138,1000384,,,,,,,2500031820366,SC7-E30,
2025-09-08,,10322,3224504,,,,,,,2500038222477,SC7-971,
2025-09-08,,10247,2913719,,,,,1,1,2500077153183,SC7-J02,
2025-09-08,,10331,5555555,,,,,,,,,
2025-09-08,,10404,3228775,,,,,,,2500027732369,SC7-982,
2025-09-08,,20001,1003864,,,,,,,2500045503736,SC7-E28,
2025-09-08,,00035,5555555,,,,,,,2500008766451,,
2025-09-08,,10207,3228867,,,,,1,,2500078713133,SC7-930,
2025-09-08,,10465,3225574,,,,,,,2500026356221,,
2025-09-08,,09171,5201853,,,,,1,,2500083611905,SC7-F28,
2025-09-08,,10525,3227051,,,,,,,2500045821014,SC7-J17,
2025-09-08,,10419,3228832,,,,,,,2500034250122,SC7-A32,
2025-09-08,,10450,3220660,,,,,,,2500043355061,SC7-E87,
2025-09-08,,10309,5555555,,,,,1,,2500016200084,SC7-1244,
2025-09-08,,10505,3002212,,,,,1,,2500055489334,SC7-1132,
2025-09-08,,i (32,5555555,,,,,1,1,2500045791713,SC7-1580,
2025-09-08,,10524,3225824,,,,,,,2500045230595,SC7-984,
2025-09-08,,10509,2344052,,,,,,,2500062467295,SC7-D77,
2025-09-08,,10395,3221819,,,,,,,2500081752990,SC7-786,
2025-09-08,,10435,3001011,,,,,1,,2500067514116,SC7-994,
2025-09-08,,10259,2913919,,,,,,,2500066379303,SC7-1190,
2025-09-08,,10481,3227822,,,,,1,1,2500044437988,SC7-771,
2025-09-08,,10529,3215785,,,,,,,2500051962732,SC7-1154,
2025-09-08,,10525,3227051,,,,,,,2500013947722,SC7-J17,
2025-09-08,,10503,5555555,,,,,1,,2500062199271,SC7-1210,
2025-09-08,,10331,5555555,,,,,1,,2500045240662,SC7-1249,
2025-09-08,,10352,0904448,,,,,1,1,2500031331060,SC7-1161,
2025-09-08,,10299,3002863,,,,,,,2500058637619,SC7-M03,
2025-09-08,,10275,3224742,,,,,,,2500018718426,SC7-1144,
2025-09-08,,10520,3215036,,,,,,,2500032368850,SC7-J62,
2025-09-08,,10340,3229043,,,,,,,2500055218750,SC7-A77,
2025-09-08,,10507,3002608,,,,,,,2500054086503,SC7-1135,
2025-09-08,,20247,1006414,,,,,,,2500065064552,SC7-J51,
2025-09-08,,10365,3204105,,,,,1,,2500052722779,SC7-F03,
2025-09-08,,10340,3226071,,,,,1,,2500034259576,SC7-A77,
2025-09-08,,10529,5202351,,,,,1,1,2500083621638,SC7-M07,
2025-09-08,,10058,2914169,,,,,,,2500043061962,SC7-A85,
2025-09-08,,10240,2067555,,,,,1,1,2500031320712,SC7-A81,
2025-09-08,,10529,3215785,,,,,,,2500033461840,SC7-1240,
2025-09-08,,20247,1006414,,,,,,,2500038761518,SC7-J51,
2025-09-08,,20286,1006502,,,,,,,2500048922756,SC7-E97,
2025-09-08,,10362,3215988,,,,,,,2500033167209,SC7-E88,
2025-09-08,,10514,2913255,,,,,,,2500055711091,SC7-A68,
2025-09-08,,20286,1006502,,,,,,,2500012293332,SC7-E97,
2025-09-08,,10350,2113164,,,,,,,2500051662625,SC7-1166,
2025-09-08,,20213,1002651,,,,,,,,,
2025-09-08,,20242,1800625,,,,,,,2500063981639,SC7-775,
2025-09-08,,10514,3002681,,,,,,,2500011688238,,
2025-09-08,,10457,3221610,,,,,,,2500015938957,SC7-J77,
2025-09-08,,00040,5555555,,,,,,,,,
2025-09-08,,10309,5555555,,,,,1,,2500052742579,SC7-1244,
2025-09-08,,10352,2914486,,,,,,,2500035903898,SC7-988,
2025-09-08,,00040,5555555,,,,,,,2500026956377,SC7-L92,
2025-09-08,,10401,3218842,,,,,,,2500018491541,SC7-A18,
2025-09-08,,10405,3210109,,,,,1,,2500027244350,SC7-A22,
2025-09-08,,20226,0883562,,,,,,,2500071260320,SC7-F11,
2025-09-08,,10441,3223979,,,,,1,1,2500023769345,SC7-788,
2025-09-08,,10401,3218842,,,,,,,2500077228973,SC7-A18,
2025-09-08,,10527,3222952,,,,,,,2500019845329,SC7-1174,
2025-09-08,,10058,3213250,,,,,,,2500067841465,SC7-A85,
2025-09-08,,10311,3223755,,,,,,,2500046894437,SC7-A75,
2025-09-08,,10494,3225027,,,,,1,1,2500065345484,SC7-I97,
2025-09-08,,10259,3226791,,,,,,,2500062748387,SC7-1190,
2025-09-08,,10460,3211456,,,,,1,,2500005731599,SC7-996,
2025-09-08,,20179,0381194,,,,,,,2500058852203,SC7-G33,
2025-09-08,,20320,0033548,,,,,,,2500064801325,SC7-J21,
2025-09-08,,10466,2910136,,,,,1,1,2500062170096,SC7-1188,
2025-09-08,,10230,2910570,,,,,,,2500014240822,SC7-960,
2025-09-08,,10494,3002748,,,,,,,2500015333196,SC7-I97,
2025-09-08,,10418,3227565,,,,,1,1,2500065567244,SC7-1204,
2025-09-08,,10437,3215266,,,,,,,2500003198769,SC7-1128,
2025-09-08,,10400,3220885,,,,,,,2500030195632,SC7-A78,
2025-09-08,,10381,3002576,,,,,,,2500064186156,SC7-F93,
2025-09-08,,10349,3226376,,,,,,,2500062209345,SC7-1125,
2025-09-08,,20263,1005780,,,,,,,2500042724882,SC7-D81,
2025-09-08,,10401,2912422,,,,,,,2500007917236,SC7-A18,
2025-09-08,,10437,3215266,,,,,,,2500035370089,SC7-E86,
2025-09-08,,10340,3229043,,,,,,,2500076396994,SC7-A77,
2025-09-08,,10493,3002240,,,,,1,,2500046606450,SC7-E98,
2025-09-08,,10453,3226112,,,,,,,2500013418413,SC7-A34,
2025-09-08,,10410,3211029,,,,,,,2500068159248,SC7-J08,
2025-09-08,,(9204,5206702,,,,,1,,2500010573221,SC7-J35,
2025-09-08,,09139,5208740,,,,,,,2500051140826,SC7-A29,
2025-09-08,,10196,3214970,,,,,,,2500008749218,SC7-933,
2025-09-08,,20170,1006014,,,,,1,1,2500033418141,SC7-J28,
2025-09-08,,10519,3002789,,,,,1,1,2500034864831,SC7-1121,
2025-09-08,,(9268,5207719,,,,,1,,2500064203396,SC7-F31,
2025-09-08,,10299,2051015,,,,,,,2500052201380,SC7-A71,
2025-09-08,,10247,2912471,,,,,1,,2500049793980,SC7-937,
2025-09-08,,10039,3202667,,,,,,,2500046652877,SC7-E33,
2025-09-08,,10287,3205930,,,,,,,2500045547594,SC7-A47,
2025-09-08,,10502,3224577,,,,,1,1,2500064262560,SC7-A65,
2025-09-08,,10522,5555555,,,,,1,,2500063959270,SC7-K08,
2025-09-08,,10325,2911860,,,,,,,2500052257370,SC7-992,
2025-09-08,,10314,2115003,,,,,,,2500007666295,SC7-I89,
2025-09-08,,09234,5555555,,,,,1,,2500036191874,SC7-J37,
2025-09-08,,10474,3210183,,,,,,,2500018696069,,
2025-09-08,,10468,3226983,,,,,,,2500006336694,SC7-A06,
2025-09-08,,10198,2913336,,,,,1,1,2500011754292,SC7-882,
2025-09-08,,10467,2339001,,,,,1,1,2500056816375,SC7-1159,
2025-09-08,,00024,5555555,,,,,,,2500051930649,SC7-L95,
2025-09-08,,10371,3228069,,,,,,,2500052983781,SC7-M11,
2025-09-08,,10492,3002711,,,,,,,2500047135768,SC7-I88,
2025-09-08,,o (71,5555555,,,,,,,2500004264678,SC7-1584,
2025-09-08,,10384,3226743,,,,,,,2500061916244,SC7-1189,
2025-09-08,,20250,1006421,,,,,1,,2500080898774,SC7-949,
2025-09-08,,10325,2911860,,,,,1,1,2500064735262,SC7-1205,
2025-09-08,,10314,3221323,,,,,,,2500019540330,SC7-A01,
2025-09-08,,10530,3228270,,,,,,,,,
2025-09-08,,10426,3228140,,,,,,,2500030749866,SC7-A27,
2025-09-08,,10515,3227628,,,,,,,2500029944692,SC7-J39,
2025-09-08,,09234,5555555,,,,,,,2500011210415,SC7-J37,
2025-09-08,,10507,2333090,,,,,,,2500039045006,SC7-1135,
2025-09-08,,10466,3221495,,,,,,,2500051184806,SC7-938,
2025-09-08,,10229,2123244,,,,,,,2500055757518,SC7-963,
2025-09-08,,09160,5200646,,,,,1,,2500005775579,SC7-F13,
2025-09-08,,10365,2128003,,,,,,,2500000970962,SC7-1181,
2025-09-08,,20138,0361053,,,,,,,2500044176696,SC7-J57,
2025-09-08,,10352,0904448,,,,,,,,,
2025-09-08,,10420,2058001,,,,,,,2500005064840,SC7-787,
2025-09-08,,20125,0361048,,,,,1,1,2500041584685,SC7-E31,
2025-09-08,,10353,3222564,,,,,1,,2500016005290,SC7-1237,
2025-09-08,,10426,3228140,,,,,,,2500001822901,SC7-A27,
2025-09-08,,10287,3205930,,,,,,,2500000092565,SC7-A47,
2025-09-08,,10438,3221398,,,,,1,1,2500080908848,SC7-1164,
2025-09-08,,10468,3227803,,,,,1,1,2500069859437,SC7-J78,
2025-09-08,,10273,3223320,,,,,,,2500024657474,SC7-877,
2025-09-08,,10196,3214970,,,,,,,2500071457058,SC7-933,
2025-09-08,,10517,2911150,,,,,,,2500042241990,SC7-J58,
2025-09-08,,10418,3219281,,,,,,,2500045018902,SC7-983,
2025-09-08,,10522,5555555,,,,,1,,2500003727457,SC7-I93,
2025-09-08,,10179,3227427,,,,,,,2500036220895,SC7-I91,
2025-09-08,,10324,3222971,,,,,,,2500079234651,SC7-A82,
2025-09-08,,10400,3220885,,,,,,,2500024852268,SC7-A78,
2025-09-08,,20314,1005839,,,,,,,2500080842784,SC7-942,
2025-09-08,,10519,3224379,,,,,1,1,2500017305368,SC7-J61,
2025-09-08,,10353,3002103,,,,,,,2500081442655,SC7-A58,
2025-09-08,,10390,3225745,,,,,,,2500076070269,SC7-A67,
2025-09-08,,10498,3202225,,,,,,,2500078060831,SC7-769,
2025-09-08,,10458,3223031,,,,,,,2500044715734,SC7-A08,
2025-09-08,,20320,0033548,,,,,,,,,
2025-09-08,,10478,3222590,,,,,,,2500015995561,SC7-A43,
2025-09-08,,10525,3227086,,,,,,,2500045287209,SC7-J17,
2025-09-08,,10058,2914169,,,,,,,2500001207579,SC7-A85,
2025-09-08,,10316,3222932,,,,,1,1,2500037186091,SC7-1274,
2025-09-08,,20170,1006014,,,,,1,1,2500062143120,SC7-J28,
2025-09-08,,10438,3229018,,,,,,,2500063949547,SC7-969,
2025-09-08,,10414,3223295,,,,,,,2500061621605,SC7-J76,
2025-09-08,,20315,0381302,,,,,1,1,2500072365604,SC7-J23,
2025-09-08,,10420,2058001,,,,,,,2500009083731,SC7-787,
2025-09-08,,20249,0905290,,,,,1,1,2500007395713,SC7-A54,
2025-09-08,,10308,2055031,,,,,1,1,2500035359732,SC7-J05,
2025-09-08,,10440,2131010,,,,,1,,2500057143722,SC7-1115,
2025-09-08,,10442,3210307,,,,,,,2500067821665,SC7-J32,
2025-09-08,,10231,3222410,,,,,1,1,2500019528048,SC7-A16,
2025-09-08,,10404,3200176,,,,,,,2500014733164,SC7-982,
2025-09-08,,10466,3216864,,,,,1,,2500072025966,SC7-J71,
2025-09-08,,00040,5555555,,,,,1,1,2500041045926,SC7-L92,
2025-09-08,,10414,3225773,,,,,,,2500050286600,SC7-J76,
2025-09-08,,10512,3226941,,,,,,,2500037107744,SC7-1214,
2025-09-08,,10481,5555555,,,,,,,,,
2025-09-08,,10352,2914486,,,,,,,2500060486175,SC7-988,
2025-09-08,,10234,2911132,,,,,,,2500021627685,SC7-961,
2025-09-08,,10331,3226701,,,,,,,2500052223740,SC7-1155,
2025-09-08,,10420,2058001,,,,,,,2500077430932,SC7-787,
2025-09-08,,10482,3225664,,,,,,,2500035891607,SC7-999,
2025-09-08,,20310,1700063,,,,,,,2500038279082,SC7-A59,
2025-09-08,,10240,3224128,,,,,,,2500025442918,SC7-A81,
2025-09-08,,10420,2058001,,,,,,,2500009298326,SC7-787,
2025-09-08,,10456,3219669,,,,,,,2500066194586,SC7-A12,
2025-09-08,,10520,3002131,,,,,,,2500047251741,SC7-J62,
2025-09-08,,(9268,5207719,,,,,1,,2500068730096,SC7-F31,
2025-09-08,,20313,0998688,,,,,1,1,2500044167243,SC7-F89,
2025-09-08,,10450,3209759,,,,,,,2500041811569,SC7-E87,
2025-09-08,,10461,2053016,,,,,,,2500036462455,SC7-1170,
2025-09-08,,10371,3221401,,,,,1,,2500079527753,SC7-M11,
2025-09-08,,10309,5555555,,,,,1,,2500075508862,SC7-1244,
2025-09-08,,10406,2091084,,,,,,,2500017381317,SC7-J73,
2025-09-08,,10273,3224780,,,,,1,,2500049250100,SC7-877,
2025-09-08,,２1038,3221447,,,,,,,2500007954279,SC7-M08,
2025-09-08,,２1038,3215970,,,,,,,2500010912860,SC7-M08,
2025-09-08,,10514,3227497,,,,,,,2500017642449,,
2025-09-08,,10314,3221323,,,,,,,2500061881993,SC7-A01,
2025-09-08,,10509,3215763,,,,,,,2500031387050,SC7-D77,
2025-09-08,,10524,3225824,,,,,,,2500012586434,SC7-984,
2025-09-08,,10196,3214970,,,,,,,2500039910496,SC7-933,
2025-09-08,,10405,3215733,,,,,,,2500051447758,SC7-1163,
2025-09-08,,10243,3215893,,,,,,,2500027505482,SC7-A41,
2025-09-08,,10429,3203405,,,,,,,2500004796544,SC7-M04,
2025-09-08,,10243,3215893,,,,,1,,2500002851610,SC7-1127,
2025-09-08,,10309,5555555,,,,,1,,2500061899233,SC7-767,
2025-09-08,,10381,2073323,,,,,,,2500037724859,SC7-F93,
2025-09-08,,10500,3225700,,,,,1,,2500031116193,SC7-F07,
2025-09-08,,10525,3227051,,,,,,,2500003410458,SC7-J17,
2025-09-08,,10525,3227086,,,,,,,2500065074629,SC7-J17,
2025-09-08,,10316,3222932,,,,,1,1,2500067524184,SC7-1274,
2025-09-08,,10384,3226743,,,,,1,1,2500044942611,SC7-1189,
2025-09-08,,10294,3227880,,,,,,,2500021066286,SC7-1180,
2025-09-08,,10512,3225454,,,,,,,2500034808682,,
2025-09-08,,20286,1006394,,,,,,,2500072343244,SC7-M19,
2025-09-08,,10481,3226993,,,,,,,2500039896660,SC7-771,
2025-09-08,,10273,3223320,,,,,,,2500081697123,SC7-877,
2025-09-08,,10018,3002885,,,,,,,2500031377327,SC7-A84,
2025-09-08,,10482,3225664,,,,,,,2500020061855,SC7-999,
2025-09-08,,10352,2914486,,,,,,,2500003400725,SC7-988,
2025-09-08,,10196,2914215,,,,,,,2500074683898,SC7-933,
2025-09-08,,10419,2115031,,,,,,,2500013620373,,
2025-09-08,,10397,3228030,,,,,,,2500016266301,SC7-A72,
2025-09-08,,10482,3225664,,,,,,,2500051708880,SC7-999,
2025-09-08,,10280,2093225,,,,,,,2500068998274,SC7-E85,
2025-09-08,,10437,3215266,,,,,,,2500078927721,SC7-E86,
2025-09-08,,20286,1006331,,,,,,,2500001485823,SC7-M19,
2025-09-08,,20231,0381379,,,,,,,2500029373843,SC7-J31,
2025-09-08,,10418,3227565,,,,,1,1,2500076330776,SC7-1204,
2025-09-08,,10522,5555555,,,,,1,,2500082245613,SC7-K04,
2025-09-08,,10411,2063548,,,,,,,2500083385028,SC7-951,
2025-09-08,,10420,2058001,,,,,,,2500046884988,SC7-787,
2025-09-08,,10230,3209786,,,,,1,1,2500025770264,SC7-J72,
2025-09-08,,20001,1003864,,,,,,,2500070362124,SC7-E28,
2025-09-08,,20254,1004417,,,,,,,2500030205980,SC7-J50,
2025-09-08,,10514,2913255,,,,,1,1,2500043073972,SC7-A68,
2025-09-08,,10346,3222097,,,,,,,2500078029029,SC7-J75,
2025-09-08,,10198,2096606,,,,,,,2500070972224,SC7-882,
2025-09-08,,10259,3226791,,,,,,,2500078907921,SC7-1190,
2025-09-08,,10381,2073323,,,,,,,2500055206467,SC7-F93,
2025-09-08,,10308,2061083,,,,,,,2500066177343,SC7-J06,
2025-09-08,,10412,3228330,,,,,,,2500038783879,SC7-997,
2025-09-08,,10418,3227565,,,,,1,1,2500011483710,SC7-983,
2025-09-08,,10331,3226700,,,,,,,2500063071149,SC7-1155,
2025-09-08,,10447,3228868,,,,,1,1,2500039332984,SC7-E91,
2025-09-08,,10287,3208203,,,,,,,2500056572257,SC7-A47,
2025-09-08,,10518,3002803,,,,,,,2500062160363,SC7-J60,
2025-09-08,,10429,3226355,,,,,1,,2500014799382,SC7-M04,
2025-09-08,,10461,2913600,,,,,,,2500025740397,SC7-1170,
2025-09-08,,10492,3222075,,,,,1,1,2500017942433,SC7-I88,
2025-09-08,,10390,3225745,,,,,,,2500013686591,SC7-A67,
2025-09-08,,10325,2325054,,,,,,,2500039669783,SC7-1205,
2025-09-08,,10316,2913333,,,,,,,2500025981950,SC7-1274,
2025-09-08,,10428,2117078,,,,,1,,2500053554638,SC7-962,
2025-09-08,,10230,2910570,,,,,,,2500032312860,SC7-960,
2025-09-08,,10273,3225451,,,,,1,1,2500038771586,SC7-877,
2025-09-08,,10520,3215036,,,,,,,2500010142472,SC7-J62,
2025-09-08,,10314,3221323,,,,,1,1,2500019013346,SC7-A01,
2025-09-08,,10381,2073323,,,,,,,2500056882592,SC7-F93,
2025-09-08,,10247,3228637,,,,,,,2500061677473,SC7-937,
2025-09-08,,10390,3225745,,,,,,,2500082023853,SC7-A67,
2025-09-08,,10306,3229156,,,,,1,1,2500058066761,SC7-1162,
2025-09-08,,20013,1005023,,,,,,,2500047585983,SC7-1223,
2025-09-08,,10018,3216469,,,,,,,2500048905513,SC7-976,
2025-09-08,,10349,3228335,,,,,,,2500067775241,,
2025-09-08,,09236,5206322,,,,,1,,2500054069612,SC7-F09,
2025-09-08,,10229,2123244,,,,,1,,2500027237185,SC7-963,
2025-09-08,,10368,3224873,,,,,,,2500020633328,SC7-876,
2025-09-08,,10311,3223755,,,,,,,2500043361956,SC7-A75,
2025-09-08,,10469,3223899,,,,,1,,2500059462586,SC7-F97,
2025-09-08,,10410,2093125,,,,,,,2500064464520,SC7-A80,
2025-09-08,,10474,2083139,,,,,,,2500023485979,SC7-991,
2025-09-08,,20179,1800803,,,,,,,2500072006163,SC7-G33,
2025-09-08,,a (55,5555555,,,,,,,2500004592023,SC7-1583,
2025-09-08,,10415,3221910,,,,,,,2500013669358,SC7-1169,
2025-09-08,,10316,3222932,,,,,1,1,2500032391216,SC7-1274,
2025-09-08,,20315,0915268,,,,,,,2500000643613,SC7-964,
2025-09-08,,10458,3223031,,,,,,,2500076103899,SC7-A08,
2025-09-08,,10502,3224577,,,,,1,1,2500070440358,SC7-A65,
2025-09-08,,20138,0361053,,,,,,,2500065352376,SC7-J57,
2025-09-08,,10419,2115031,,,,,,,2500033695894,,
2025-09-08,,10309,5555555,,,,,1,1,2500010883689,SC7-1185,
2025-09-08,,10459,3225803,,,,,,,2500010651578,SC7-967,
2025-09-08,,10314,3210264,,,,,,,2500066672527,,
2025-09-08,,10461,3220951,,,,,,,2500057121362,SC7-F10,
2025-09-08,,10340,2912831,,,,,,,2500011461350,SC7-A77,
2025-09-08,,10505,3226800,,,,,1,,2500028347074,SC7-1132,
2025-09-08,,20247,1006404,,,,,,,2500067764894,SC7-J51,
2025-09-08,,10528,3228331,,,,,,,2500015919154,SC7-A57,
2025-09-08,,00046,5555555,,,,,1,1,2500013342626,SC7-L94,
2025-09-08,,10531,3218670,,,,,1,,2500018481474,SC7-1182,
2025-09-08,,20254,1004417,,,,,,,2500038256724,SC7-J50,
2025-09-08,,10528,3228004,,,,,,,2500075826140,SC7-A57,
2025-09-08,,10309,5555555,,,,,1,,2500048361357,SC7-J00,
2025-09-08,,10388,2913528,,,,,,,2500042530094,SC7-E90,
2025-09-08,,10426,3228140,,,,,,,2500072827959,SC7-A27,
2025-09-08,,10466,3216864,,,,,1,,2500000158780,SC7-J71,
2025-09-08,,20194,1006296,,,,,1,1,2500018742605,SC7-E29,
2025-09-08,,10448,3212858,,,,,,,2500032091109,SC7-A00,
2025-09-08,,10403,3224886,,,,,,,2500064791251,SC7-E26,
2025-09-08,,10525,3227086,,,,,,,2500017315091,SC7-J17,
2025-09-08,,10530,3225546,,,,,1,1,2500056826725,SC7-A69,
2025-09-08,,10520,3215036,,,,,,,2500079796050,SC7-J62,
2025-09-08,,20247,1006414,,,,,,,2500060545506,SC7-J51,
2025-09-08,,10372,3229020,,,,,,,2500010595582,SC7-A63,
2025-09-08,,10527,3227873,,,,,1,1,2500073845020,SC7-1174,
2025-09-08,,10498,3202225,,,,,,,2500049454621,SC7-769,
2025-09-08,,10341,2096766,,,,,,,2500075294277,SC7-A45,
2025-09-08,,10498,3202225,,,,,1,1,2500054925659,SC7-769,
2025-09-08,,10311,2123248,,,,,,,2500052954606,SC7-A75,
2025-09-08,,10331,5555555,,,,,1,1,2500072870115,SC7-1249,
2025-09-08,,09236,5000671,,,,,1,1,2500017110573,SC7-F09,
2025-09-08,,10324,3217316,,,,,,,2500037717967,SC7-A82,
2025-09-08,,10481,3225571,,,,,1,1,2500049193339,SC7-771,
2025-09-08,,10314,3227556,,,,,,,2500070979391,SC7-A01,
2025-09-08,,10522,5555555,,,,,1,,2500068476246,SC7-K08,
2025-09-08,,10299,2051015,,,,,,,2500047509699,,
2025-09-08,,10382,3209915,,,,,,,2500022095155,SC7-I90,
2025-09-08,,10353,2353007,,,,,,,2500050035543,SC7-A58,
2025-09-08,,10179,3001920,,,,,,,2500050322674,SC7-I91,
2025-09-08,,10519,2914126,,,,,1,1,2500057355415,SC7-1121,
2025-09-08,,10453,3226112,,,,,,,2500041296861,SC7-A34,
2025-09-08,,10494,3225027,,,,,1,1,2500044659748,SC7-I97,
2025-09-08,,10481,5555555,,,,,1,,2500024908255,SC7-1186,
2025-09-08,,10309,5555555,,,,,1,,2500071804203,SC7-1244,
2025-09-08,,10524,3221651,,,,,,,2500008805983,SC7-984,
2025-09-08,,10497,3002721,,,,,,,2500032051578,SC7-968,
2025-09-08,,40040,3208436,,,,,,,,,
2025-09-08,,10324,3222671,,,,,,,2500075262184,SC7-A82,
